,state,response,coverage,education,employmentstatus,gender,location_code,marital_status,policy_type,renew_offer_type,sales_channel,vehicle_class,vehicle_size,policy_level
3793,Arizona,No,Basic,Bachelor,Employed,F,Urban,Married,Personal,Offer1,Agent,Two-Door Car,Medsize,3
3794,California,No,Basic,Bachelor,Employed,M,Suburban,Single,Personal,Offer2,Agent,Four-Door Car,Medsize,3
3795,Oregon,No,Basic,Bachelor,Employed,M,Urban,Single,Personal,Offer1,Branch,Four-Door Car,Medsize,3
3796,California,No,Basic,High School or Below,Employed,F,Rural,Divorced,Personal,Offer2,Call Center,Two-Door Car,Medsize,3
3797,California,No,Basic,College,Employed,M,Rural,Married,Personal,Offer2,Branch,Two-Door Car,Medsize,3
3798,California,Yes,Basic,High School or Below,Retired,M,Suburban,Divorced,Corporate,Offer1,Branch,SUV,Medsize,3
3799,California,No,Premium,College,Employed,M,Suburban,Married,Personal,Offer2,Branch,Four-Door Car,Medsize,2
3800,Washington,No,Extended,Master,Employed,M,Rural,Married,Personal,Offer2,Agent,Four-Door Car,Medsize,3
3801,Oregon,No,Extended,Bachelor,Employed,M,Urban,Single,Personal,Offer2,Call Center,Four-Door Car,Large,3
3802,California,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal,Offer4,Web,Two-Door Car,Small,2
3803,Oregon,No,Extended,High School or Below,Retired,M,Suburban,Divorced,Special,Offer3,Web,SUV,Medsize,1
3804,Oregon,No,Extended,Bachelor,Employed,M,Rural,Married,Personal,Offer1,Web,Two-Door Car,Medsize,3
3805,Oregon,No,Basic,Master,Unemployed,M,Suburban,Married,Personal,Offer2,Web,Four-Door Car,Medsize,3
3806,Arizona,No,Basic,High School or Below,Employed,M,Urban,Married,Personal,Offer2,Branch,Luxury Car,Medsize,3
3807,Arizona,Yes,Premium,High School or Below,Employed,F,Suburban,Single,Personal,Offer1,Agent,Four-Door Car,Medsize,3
3808,Oregon,No,Basic,College,Unemployed,F,Suburban,Single,Personal,Offer1,Web,SUV,Medsize,3
3809,California,No,Basic,College,Employed,F,Rural,Married,Personal,Offer3,Branch,Four-Door Car,Medsize,2
3810,Washington,No,Basic,Bachelor,Unemployed,F,Suburban,Single,Personal,Offer1,Web,Four-Door Car,Large,1
3811,California,No,Basic,College,Unemployed,M,Suburban,Single,Corporate,Offer2,Agent,SUV,Medsize,1
3812,California,No,Extended,Bachelor,Employed,F,Suburban,Single,Personal,Offer4,Branch,Two-Door Car,Medsize,1
3813,Oregon,No,Basic,Bachelor,Employed,F,Urban,Married,Personal,Offer3,Agent,Two-Door Car,Medsize,3
3814,California,No,Basic,College,Employed,F,Rural,Divorced,Personal,Offer4,Web,Four-Door Car,Medsize,1
3815,Oregon,No,Extended,College,Employed,M,Rural,Divorced,Personal,Offer1,Call Center,SUV,Small,3
3816,Arizona,Yes,Basic,Master,Employed,M,Rural,Single,Personal,Offer1,Agent,Sports Car,Medsize,2
3817,California,No,Premium,Master,Employed,F,Urban,Married,Personal,Offer2,Branch,Four-Door Car,Medsize,3
3818,Oregon,No,Premium,Bachelor,Employed,M,Suburban,Divorced,Personal,Offer2,Agent,SUV,Medsize,2
3819,Oregon,No,Extended,Bachelor,Disabled,F,Rural,Divorced,Corporate,Offer3,Branch,Sports Car,Medsize,3
3820,Oregon,No,Basic,Bachelor,Employed,F,Rural,Single,Personal,Offer2,Branch,Four-Door Car,Medsize,3
3821,Arizona,Yes,Basic,Master,Disabled,M,Suburban,Divorced,Corporate,Offer1,Call Center,Four-Door Car,Small,3
3822,Arizona,Yes,Extended,Doctor,Employed,M,Rural,Divorced,Corporate,Offer2,Branch,Four-Door Car,Medsize,3
3823,Oregon,Yes,Basic,College,Employed,F,Rural,Married,Personal,Offer2,Branch,SUV,Large,2
3824,Oregon,No,Extended,High School or Below,Unemployed,M,Suburban,Single,Corporate,Offer1,Agent,Four-Door Car,Medsize,3
3825,Arizona,No,Extended,High School or Below,Medical Leave,F,Suburban,Married,Personal,Offer1,Agent,Sports Car,Medsize,2
3826,Arizona,No,Basic,Doctor,Unemployed,M,Rural,Married,Personal,Offer2,Call Center,Four-Door Car,Medsize,1
3827,Washington,No,Extended,Bachelor,Disabled,M,Urban,Married,Personal,Offer1,Agent,SUV,Medsize,1
3828,Oregon,No,Extended,High School or Below,Unemployed,F,Suburban,Married,Personal,Offer4,Agent,Four-Door Car,Medsize,1
3829,Nevada,No,Extended,High School or Below,Employed,M,Suburban,Married,Personal,Offer1,Call Center,Two-Door Car,Medsize,3
3830,Oregon,No,Basic,College,Employed,M,Rural,Married,Personal,Offer2,Call Center,Two-Door Car,Large,1
3831,California,No,Basic,College,Employed,M,Urban,Divorced,Corporate,Offer2,Agent,SUV,Medsize,3
3832,Arizona,No,Basic,High School or Below,Employed,F,Urban,Married,Personal,Offer2,Branch,Two-Door Car,Medsize,2
3833,California,No,Basic,High School or Below,Employed,F,Suburban,Married,Personal,Offer4,Branch,Luxury Car,Medsize,2
3834,Washington,No,Extended,High School or Below,Unemployed,M,Suburban,Single,Personal,Offer1,Branch,Four-Door Car,Small,1
3835,Nevada,No,Basic,College,Employed,M,Rural,Married,Personal,Offer3,Branch,Four-Door Car,Medsize,3
3836,California,No,Extended,College,Employed,M,Suburban,Single,Corporate,Offer2,Web,Four-Door Car,Medsize,1
3837,Arizona,No,Basic,High School or Below,Employed,F,Rural,Married,Personal,Offer4,Agent,Two-Door Car,Medsize,3
3838,California,No,Extended,Bachelor,Employed,F,Urban,Married,Personal,Offer1,Agent,Two-Door Car,Medsize,2
3839,Oregon,Yes,Extended,Bachelor,Unemployed,F,Suburban,Married,Personal,Offer2,Agent,Four-Door Car,Small,1
3840,California,No,Extended,High School or Below,Employed,F,Urban,Married,Personal,Offer2,Branch,Four-Door Car,Medsize,3
3841,Oregon,No,Basic,Bachelor,Employed,M,Urban,Married,Corporate,Offer1,Agent,SUV,Medsize,3
3842,California,No,Basic,College,Unemployed,F,Suburban,Married,Personal,Offer2,Branch,Four-Door Car,Medsize,3
3843,Nevada,No,Basic,Bachelor,Disabled,F,Suburban,Married,Personal,Offer1,Agent,SUV,Small,1
3844,Washington,No,Extended,College,Unemployed,M,Suburban,Single,Personal,Offer4,Agent,SUV,Small,1
3845,California,No,Basic,High School or Below,Employed,F,Urban,Married,Personal,Offer1,Agent,Four-Door Car,Medsize,1
3846,California,No,Premium,High School or Below,Employed,F,Suburban,Married,Personal,Offer1,Agent,Four-Door Car,Small,2
3847,Arizona,No,Basic,Doctor,Medical Leave,M,Rural,Married,Personal,Offer1,Agent,Four-Door Car,Medsize,2
3848,Oregon,No,Basic,Bachelor,Unemployed,F,Suburban,Single,Special,Offer1,Call Center,Luxury Car,Medsize,3
3849,California,No,Basic,High School or Below,Employed,F,Suburban,Married,Personal,Offer1,Branch,SUV,Medsize,3
3850,California,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal,Offer1,Call Center,Two-Door Car,Medsize,3
3851,California,No,Extended,Bachelor,Employed,M,Urban,Married,Corporate,Offer2,Branch,Two-Door Car,Medsize,3
3852,Arizona,No,Basic,High School or Below,Unemployed,M,Suburban,Married,Personal,Offer3,Call Center,Four-Door Car,Large,2
3853,Oregon,No,Basic,High School or Below,Disabled,F,Suburban,Married,Special,Offer3,Agent,Sports Car,Medsize,2
3854,Arizona,No,Extended,High School or Below,Employed,M,Suburban,Married,Personal,Offer3,Agent,Luxury SUV,Medsize,2
3855,Oregon,No,Extended,College,Employed,M,Suburban,Married,Personal,Offer3,Branch,Two-Door Car,Medsize,1
3856,Washington,No,Basic,College,Unemployed,F,Suburban,Single,Personal,Offer1,Agent,Four-Door Car,Medsize,2
3857,Arizona,No,Basic,College,Employed,F,Urban,Married,Personal,Offer2,Call Center,Four-Door Car,Large,3
3858,California,No,Basic,Bachelor,Employed,F,Suburban,Married,Personal,Offer1,Agent,Four-Door Car,Medsize,2
3859,Oregon,Yes,Basic,Bachelor,Employed,F,Urban,Married,Personal,Offer2,Agent,Four-Door Car,Medsize,3
3860,Nevada,No,Extended,High School or Below,Employed,F,Suburban,Single,Personal,Offer3,Agent,Four-Door Car,Small,3
3861,Arizona,No,Basic,High School or Below,Employed,F,Suburban,Divorced,Corporate,Offer1,Agent,Four-Door Car,Medsize,3
3862,California,No,Basic,High School or Below,Employed,M,Urban,Divorced,Corporate,Offer2,Branch,Four-Door Car,Medsize,2
3863,California,No,Extended,High School or Below,Unemployed,M,Suburban,Single,Personal,Offer2,Branch,Four-Door Car,Medsize,3
3864,Oregon,No,Basic,Master,Employed,F,Rural,Married,Corporate,Offer2,Call Center,Four-Door Car,Medsize,3
3865,California,Yes,Extended,Bachelor,Employed,F,Suburban,Divorced,Personal,Offer1,Agent,Four-Door Car,Medsize,3
3866,California,No,Basic,High School or Below,Disabled,F,Suburban,Married,Special,Offer2,Web,Two-Door Car,Medsize,2
3867,Arizona,Yes,Extended,High School or Below,Employed,F,Suburban,Married,Personal,Offer2,Agent,Two-Door Car,Large,1
3868,Arizona,No,Extended,College,Unemployed,F,Suburban,Single,Personal,Offer1,Branch,Four-Door Car,Medsize,3
3869,Oregon,Yes,Basic,College,Employed,M,Urban,Married,Personal,Offer2,Web,Four-Door Car,Medsize,3
3870,Washington,No,Basic,College,Unemployed,F,Suburban,Married,Special,Offer2,Branch,Two-Door Car,Medsize,1
3871,Arizona,No,Extended,Doctor,Employed,F,Rural,Married,Personal,Offer2,Branch,Four-Door Car,Medsize,2
3872,Nevada,No,Extended,Bachelor,Unemployed,F,Suburban,Divorced,Corporate,Offer1,Call Center,SUV,Large,3
3873,Arizona,Yes,Basic,Bachelor,Employed,F,Rural,Married,Personal,Offer2,Web,Two-Door Car,Medsize,3
3874,Arizona,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal,Offer3,Branch,Four-Door Car,Medsize,3
3875,California,No,Basic,High School or Below,Employed,F,Rural,Married,Personal,Offer4,Agent,Four-Door Car,Small,3
3876,California,No,Extended,College,Employed,F,Rural,Single,Special,Offer3,Agent,Two-Door Car,Medsize,3
3877,Oregon,No,Extended,College,Employed,F,Urban,Married,Personal,Offer4,Branch,SUV,Small,1
3878,Oregon,No,Basic,Bachelor,Employed,M,Urban,Married,Personal,Offer3,Agent,Sports Car,Medsize,1
3879,Oregon,No,Basic,College,Employed,M,Urban,Married,Personal,Offer2,Web,SUV,Medsize,3
3880,Arizona,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Corporate,Offer1,Agent,Four-Door Car,Large,2
3881,Oregon,No,Basic,High School or Below,Employed,M,Rural,Married,Personal,Offer1,Web,Luxury SUV,Medsize,1
3882,Arizona,No,Basic,High School or Below,Employed,F,Rural,Married,Personal,Offer2,Branch,Two-Door Car,Medsize,1
3883,Arizona,No,Premium,High School or Below,Medical Leave,F,Suburban,Divorced,Personal,Offer1,Branch,Four-Door Car,Medsize,3
3884,Washington,No,Basic,Bachelor,Employed,F,Urban,Married,Personal,Offer2,Branch,SUV,Small,3
3885,Nevada,No,Extended,College,Unemployed,M,Suburban,Married,Personal,Offer1,Call Center,Four-Door Car,Medsize,3
3886,California,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal,Offer1,Branch,Four-Door Car,Medsize,3
3887,Arizona,No,Basic,Bachelor,Unemployed,F,Suburban,Single,Personal,Offer2,Agent,SUV,Medsize,2
3888,Washington,Yes,Basic,Bachelor,Employed,M,Suburban,Divorced,Corporate,Offer2,Branch,Two-Door Car,Medsize,3
3889,California,No,Extended,High School or Below,Employed,F,Suburban,Married,Personal,Offer3,Agent,Luxury Car,Medsize,3
3890,Oregon,No,Extended,Bachelor,Unemployed,F,Rural,Married,Personal,Offer3,Call Center,Four-Door Car,Medsize,3
3891,Oregon,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Corporate,Offer1,Agent,Two-Door Car,Small,3
3892,California,No,Basic,College,Employed,M,Suburban,Married,Personal,Offer3,Branch,Two-Door Car,Large,1
3893,Oregon,Yes,Premium,Bachelor,Employed,F,Suburban,Single,Personal,Offer1,Branch,Two-Door Car,Medsize,2
3894,Oregon,Yes,Basic,College,Employed,F,Urban,Married,Personal,Offer2,Agent,Four-Door Car,Medsize,2
3895,Arizona,No,Basic,Doctor,Employed,F,Rural,Married,Personal,Offer1,Branch,Sports Car,Medsize,2
3896,Arizona,No,Premium,Bachelor,Employed,F,Rural,Married,Personal,Offer1,Agent,Two-Door Car,Medsize,2
3897,Oregon,No,Basic,Bachelor,Employed,F,Rural,Divorced,Corporate,Offer2,Agent,Four-Door Car,Medsize,3
3898,California,No,Basic,Bachelor,Employed,F,Rural,Divorced,Corporate,Offer3,Web,Two-Door Car,Medsize,2
3899,Oregon,No,Basic,Bachelor,Employed,M,Urban,Married,Personal,Offer1,Agent,SUV,Medsize,3
3900,Oregon,No,Extended,College,Employed,F,Rural,Married,Personal,Offer4,Branch,Four-Door Car,Medsize,3
3901,Arizona,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal,Offer3,Branch,Two-Door Car,Medsize,2
3902,Oregon,No,Basic,High School or Below,Employed,M,Suburban,Married,Special,Offer4,Call Center,SUV,Medsize,1
3903,Oregon,No,Basic,College,Disabled,M,Urban,Married,Personal,Offer1,Agent,SUV,Medsize,2
3904,Arizona,No,Extended,College,Unemployed,F,Suburban,Single,Personal,Offer1,Branch,Two-Door Car,Medsize,3
3905,Oregon,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Personal,Offer4,Branch,Two-Door Car,Small,3
3906,Oregon,No,Basic,College,Unemployed,F,Suburban,Married,Corporate,Offer4,Agent,Four-Door Car,Small,2
3907,Arizona,No,Basic,College,Employed,F,Rural,Married,Corporate,Offer4,Agent,Four-Door Car,Medsize,3
3908,California,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal,Offer1,Call Center,SUV,Medsize,3
3909,California,No,Extended,High School or Below,Employed,F,Urban,Married,Personal,Offer4,Branch,Luxury SUV,Medsize,3
3910,California,No,Extended,College,Employed,F,Rural,Divorced,Personal,Offer3,Agent,Sports Car,Small,2
3911,Arizona,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Personal,Offer1,Call Center,Two-Door Car,Large,2
3912,Arizona,Yes,Basic,College,Retired,F,Suburban,Married,Personal,Offer2,Branch,Two-Door Car,Large,3
3913,Oregon,Yes,Extended,Bachelor,Medical Leave,F,Suburban,Married,Personal,Offer2,Agent,SUV,Small,1
3914,California,No,Basic,College,Employed,M,Rural,Divorced,Personal,Offer2,Web,SUV,Small,3
3915,Washington,No,Extended,High School or Below,Employed,F,Suburban,Single,Personal,Offer1,Agent,Sports Car,Large,3
3916,California,No,Basic,High School or Below,Employed,M,Rural,Married,Corporate,Offer4,Agent,Four-Door Car,Medsize,3
3917,California,No,Basic,Master,Employed,M,Suburban,Married,Personal,Offer3,Call Center,Four-Door Car,Small,2
3918,California,No,Premium,College,Employed,F,Rural,Divorced,Personal,Offer2,Call Center,Sports Car,Medsize,1
3919,California,No,Basic,College,Employed,M,Urban,Divorced,Personal,Offer1,Agent,SUV,Medsize,3
3920,Nevada,No,Basic,Bachelor,Employed,M,Suburban,Divorced,Personal,Offer1,Agent,Four-Door Car,Small,1
3921,Oregon,Yes,Basic,Doctor,Employed,F,Urban,Married,Corporate,Offer2,Branch,Four-Door Car,Medsize,2
3922,Oregon,No,Extended,Bachelor,Employed,F,Rural,Married,Corporate,Offer2,Branch,Two-Door Car,Medsize,2
3923,Oregon,No,Basic,College,Employed,M,Rural,Married,Personal,Offer3,Agent,Luxury SUV,Small,3
3924,California,No,Basic,High School or Below,Medical Leave,M,Suburban,Married,Personal,Offer1,Call Center,SUV,Medsize,2
3925,Oregon,No,Basic,College,Unemployed,F,Suburban,Married,Personal,Offer3,Agent,Four-Door Car,Medsize,3
3926,Oregon,No,Basic,Bachelor,Disabled,F,Suburban,Divorced,Corporate,Offer1,Branch,SUV,Medsize,3
3927,California,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Personal,Offer4,Call Center,SUV,Medsize,3
3928,Oregon,No,Basic,Bachelor,Unemployed,M,Suburban,Divorced,Personal,Offer4,Agent,Four-Door Car,Medsize,2
3929,California,No,Premium,High School or Below,Employed,M,Suburban,Married,Corporate,Offer1,Branch,Four-Door Car,Small,3
3930,Arizona,Yes,Extended,College,Retired,M,Suburban,Married,Personal,Offer1,Agent,Four-Door Car,Medsize,3
3931,Arizona,No,Basic,College,Employed,M,Suburban,Married,Personal,Offer1,Agent,Two-Door Car,Small,3
3932,Oregon,No,Basic,Bachelor,Unemployed,F,Rural,Divorced,Personal,Offer1,Agent,SUV,Medsize,3
3933,Arizona,No,Premium,Bachelor,Employed,F,Urban,Divorced,Personal,Offer1,Agent,Two-Door Car,Medsize,3
3934,Washington,No,Basic,High School or Below,Employed,M,Rural,Married,Personal,Offer1,Branch,Four-Door Car,Medsize,3
3935,Oregon,No,Basic,High School or Below,Unemployed,F,Rural,Married,Personal,Offer2,Web,Four-Door Car,Large,2
3936,Oregon,No,Premium,High School or Below,Employed,M,Suburban,Married,Corporate,Offer4,Agent,Four-Door Car,Medsize,1
3937,Oregon,No,Basic,Master,Employed,F,Suburban,Married,Personal,Offer2,Agent,Sports Car,Medsize,3
3938,Oregon,No,Extended,Bachelor,Unemployed,F,Suburban,Married,Personal,Offer3,Call Center,Four-Door Car,Medsize,3
3939,California,No,Basic,Bachelor,Disabled,M,Suburban,Married,Personal,Offer2,Call Center,Four-Door Car,Medsize,2
3940,Arizona,No,Extended,High School or Below,Disabled,F,Suburban,Divorced,Special,Offer3,Agent,Four-Door Car,Medsize,1
3941,Oregon,Yes,Basic,Doctor,Employed,M,Rural,Divorced,Personal,Offer1,Agent,Four-Door Car,Large,2
3942,California,No,Extended,Bachelor,Employed,F,Suburban,Divorced,Corporate,Offer4,Call Center,Four-Door Car,Small,3
3943,Arizona,Yes,Basic,College,Employed,M,Rural,Married,Personal,Offer1,Branch,Four-Door Car,Medsize,2
3944,Arizona,Yes,Basic,College,Unemployed,M,Suburban,Married,Corporate,Offer1,Branch,SUV,Medsize,3
3945,Washington,Yes,Extended,High School or Below,Employed,M,Suburban,Married,Corporate,Offer2,Agent,Two-Door Car,Medsize,2
3946,Oregon,No,Extended,Master,Employed,M,Rural,Married,Corporate,Offer3,Agent,Four-Door Car,Medsize,3
3947,Washington,No,Extended,Master,Employed,M,Urban,Divorced,Personal,Offer3,Agent,Two-Door Car,Medsize,2
3948,Arizona,No,Extended,Bachelor,Employed,M,Suburban,Married,Personal,Offer4,Call Center,Four-Door Car,Small,3
3949,California,No,Basic,High School or Below,Employed,F,Rural,Single,Personal,Offer3,Web,Four-Door Car,Medsize,1
3950,California,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal,Offer3,Agent,Sports Car,Medsize,3
3951,California,No,Basic,Bachelor,Unemployed,F,Suburban,Single,Special,Offer2,Web,Four-Door Car,Medsize,3
3952,Washington,No,Extended,College,Employed,M,Suburban,Divorced,Corporate,Offer2,Branch,Four-Door Car,Medsize,1
3953,California,No,Basic,Bachelor,Unemployed,F,Suburban,Single,Personal,Offer1,Web,Four-Door Car,Medsize,2
3954,California,No,Premium,Bachelor,Employed,M,Suburban,Divorced,Personal,Offer4,Agent,Two-Door Car,Small,3
3955,California,No,Basic,Master,Employed,M,Urban,Married,Personal,Offer2,Call Center,SUV,Medsize,1
3956,California,No,Extended,Doctor,Unemployed,F,Suburban,Divorced,Personal,Offer3,Web,SUV,Medsize,2
3957,Oregon,No,Extended,Bachelor,Employed,F,Urban,Married,Personal,Offer2,Call Center,Four-Door Car,Medsize,3
3958,Arizona,No,Extended,Master,Employed,F,Rural,Married,Personal,Offer2,Agent,SUV,Medsize,3
3959,Oregon,No,Extended,College,Unemployed,F,Suburban,Married,Personal,Offer1,Agent,Four-Door Car,Medsize,2
3960,California,No,Basic,Bachelor,Employed,M,Suburban,Married,Personal,Offer2,Agent,Four-Door Car,Small,3
3961,Oregon,Yes,Basic,High School or Below,Disabled,F,Suburban,Married,Personal,Offer2,Agent,SUV,Small,2
3962,California,No,Basic,High School or Below,Employed,F,Rural,Divorced,Personal,Offer3,Call Center,Four-Door Car,Medsize,3
3963,Arizona,No,Basic,Bachelor,Employed,F,Urban,Married,Corporate,Offer1,Agent,Four-Door Car,Medsize,3
3964,Arizona,No,Extended,Master,Employed,M,Suburban,Married,Personal,Offer3,Agent,Four-Door Car,Medsize,3
3965,Arizona,No,Basic,Master,Employed,M,Rural,Married,Special,Offer2,Branch,Four-Door Car,Medsize,1
3966,Oregon,Yes,Extended,High School or Below,Retired,F,Suburban,Married,Personal,Offer2,Agent,Four-Door Car,Large,3
3967,Oregon,Yes,Basic,Bachelor,Disabled,F,Suburban,Divorced,Personal,Offer1,Web,Four-Door Car,Medsize,2
3968,Nevada,Yes,Premium,High School or Below,Employed,F,Suburban,Married,Personal,Offer2,Call Center,Two-Door Car,Small,1
3969,California,Yes,Extended,High School or Below,Employed,M,Suburban,Married,Personal,Offer2,Call Center,Two-Door Car,Large,2
3970,Oregon,No,Basic,College,Employed,M,Suburban,Married,Personal,Offer1,Agent,Two-Door Car,Small,3
3971,California,No,Basic,College,Employed,F,Rural,Married,Personal,Offer1,Web,Two-Door Car,Medsize,1
3972,Oregon,No,Basic,Master,Employed,F,Urban,Married,Personal,Offer1,Call Center,Four-Door Car,Small,3
3973,Arizona,Yes,Basic,Master,Employed,M,Rural,Divorced,Personal,Offer2,Branch,Four-Door Car,Small,3
3974,Arizona,No,Basic,High School or Below,Retired,F,Suburban,Married,Personal,Offer2,Agent,Four-Door Car,Small,2
3975,Oregon,No,Basic,Bachelor,Employed,F,Suburban,Divorced,Personal,Offer1,Agent,Four-Door Car,Medsize,3
